"num","title","action.category","policy.category","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches","link"
"9992","Amending the Selective Service Regulations","Amend Selective Service Regulations","",1948,"33-Harry S. Truman",TRUE,"__foreign__; __State__; __science/research__; __health__; __education__",1221,0.000819000819000819,"9979; 9988","http://www.presidency.ucsb.edu/ws/index.php?pid=78214"
"9993","Regulations Relating to Commissioned Officers and Employees of the Public Health Service","","",1948,"33-Harry S. Truman",TRUE,"__health__; __medical__; __education__; __war__; __foreign__; __security__; __engineering__; __science/research__; __university__; __computing__",20518,0.00214445852422263,"9655; 9897; 9955","http://www.presidency.ucsb.edu/ws/index.php?pid=78215"
"9995","Restoring Cetain Lands of the Schofield Barracks Military Reservation and the Wheeler Field Military Reservation to the Jurisdiction of the Territory of Hawaii","","Federal Land Management",1948,"33-Harry S. Truman",FALSE,"__DOD__",6855,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78216"
"9928","Suspending Professional Examinations for Permanent Promotion of Officers in the Medical Department of the Army","","",1948,"33-Harry S. Truman",TRUE,"__medical__; __DOD__",88,0.0227272727272727,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78217"
"9998","Rules of Precedence Relating to Officers of the Foreign Service and Other Officers of the United States Government","","",1948,"33-Harry S. Truman",TRUE,"__foreign__; __State__; __medical__; __health__",846,0.00472813238770686,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78218"
"9999","Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone","","",1948,"33-Harry S. Truman",FALSE,"__DOD__",169,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78219"
"10001","Prescribing or Amending Portions of the Selective Service Regulations and Directing the Selection of Persons for Induction Into the Armed Forces and Their Induction","","",1948,"33-Harry S. Truman",TRUE,"__medical__; __DOD__; __war__; __university__; __DOJ__; __health__",15603,0.00531948984169711,"9988","http://www.presidency.ucsb.edu/ws/index.php?pid=78220"
"10003","Providing for the Investigation of and Report on Displaced Persons Seeking Admission Into the United States","","",1948,"33-Harry S. Truman",FALSE,"__State__; __DOD__",164,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78221"
"10005","Establishing the President's Advisory Commission on the Relation of Federal Laws to Puerto Rico","Manage Advisory Committees, Commissions, or Councils","",1948,"33-Harry S. Truman",FALSE,"",340,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78222"
"10006","Preparation, Presentation, Filing, and Publicaton of Executive Orders and Proclamations","","",1948,"33-Harry S. Truman",FALSE,"__OMB__; __DOJ__",727,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78223"
"9929","Creating an Emergency Board to Invetigate a Dispute Between the Akron, Canton & Youngstwn Railroad Company and Other Carrires and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1948,"33-Harry S. Truman",TRUE,"__engineering__",1218,0.000821018062397373,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78224"
"10009","Revoking in Part Executive Orders No. 589 of March 14, 1907, and No. 1712 of February 24, 1913","","",1948,"33-Harry S. Truman",FALSE,"__foreign__; __DOJ__",398,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78225"
"10010","Creating an Emergency Board to Investigate Disputes Between the Akron & Barberton Belt Railroad Company and Other Carriers, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1948,"33-Harry S. Truman",TRUE,"__engineering__",1440,0.000694444444444444,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78226"
"10011","Authorizing the Secretary of State to Exercise Certain Powers of the President With Respect to the Granting of Allowances and Allotments to Government Personnel on Foreign Duty","","",1948,"33-Harry S. Truman",FALSE,"__State__; __foreign__; __education__; __OMB__",659,0,"9870; 9982","http://www.presidency.ucsb.edu/ws/index.php?pid=78227"
"10012","Excluding From the Provisions of the Classification Act of 1923, as Amended, Positions Filled by Patients in Government Hospitals","","",1948,"33-Harry S. Truman",FALSE,"",210,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78228"
"10013","Establishing the President's Committee on Religious and Moral Welfare and Character Guidance in the Armed Forces","","",1948,"33-Harry S. Truman",FALSE,"__security__; __DOD__",320,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78229"
"10016","Coat of Arms, Seal, and Flag of the Vice President of the United States","","",1948,"33-Harry S. Truman",FALSE,"",381,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78230"
"9921","Authorizing the Philippine Alien Property Adminitrator to Transfer Certain Property to the Republic of the Philippines","","",1948,"33-Harry S. Truman",FALSE,"",590,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78231"
"10026","Adopting the Manual for Courts-Martial, U.S. Army, 1949, for Use in the Department of the Air Force","Amend Courts-Martial Manual","",1949,"33-Harry S. Truman",FALSE,"__DOD__; __war__; __security__",1677,0,"10020","http://www.presidency.ucsb.edu/ws/index.php?pid=78232"
"10037","Creating an Emergency Board to Investigate a Dispute Between the Denver & Rio Grande Western Railroad Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",246,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78233"
"10038","Creating an Emergency Board to Investigate Dispute Between the Carriers Represented by the Eastern Carriers' Conference Committee, Western Carriers' Conference Committee and Southeastern Carriers' Conference Committee, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",254,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78234"
"10039","Authorizing the Civil Service Commission to Confer a Competitive Status Upon Miss Winifred R. Donnellon","Manage Advisory Committees, Commissions, or Councils","",1949,"33-Harry S. Truman",FALSE,"__State__",160,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78235"
"10040","Amendment of Executive Order No. 9999, Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone","","",1949,"33-Harry S. Truman",FALSE,"__DOD__",224,0,"9999","http://www.presidency.ucsb.edu/ws/index.php?pid=78236"
"10042","Making Certain Changes in the Customs Field Organization","","",1949,"33-Harry S. Truman",FALSE,"",369,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78237"
"10041","Restoring Certain Lands of the United States Naval Reservation at Hanapepe, Kona, Kauai, to the Jurisdiction of the Territory of Hawaii","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"",332,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78238"
"10044","Amendment of Executive Order No. 9 of January 17, 1873, Relating to the Holding of State or Local Offices by Federal Officers and Employees","","",1949,"33-Harry S. Truman",TRUE,"__AEC__",170,0.00588235294117647,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78239"
"10045","Creating an Emergency Board to Investigate a Dispute Between the Wabash Railroad Company and the Ann Arbor Railroad Company and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",TRUE,"__engineering__",252,0.00396825396825397,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78240"
"10047","Restoring a Portion of Honolulu Harbor to the Jurisdicton of the Territory of Hawaii","","",1949,"33-Harry S. Truman",FALSE,"__DOD__; __DOC__",522,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78241"
"10050","Creating an Emergency Board to Investigate a Dispute Between the Railway Express Agency, Inc., and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",240,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78242"
"10052","Enlarging Naval Petroleum Reserve No. 1; Revoking in Part Public Land Order No. 460 of April 1, 1948","","",1949,"33-Harry S. Truman",FALSE,"",220,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78243"
"10051","Creating an Emergency Board to Investigate a Dispute Between the Aliquippa and Southern Railroad Company and Certain or Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",240,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78244"
"10053","Regulations Governing the Transportation of Household Goods of Members of the Air Force, Army, Navy, Marine Corps, Coast Guard, Coast and Geoectic Survey, and Public Health Service","","",1949,"33-Harry S. Truman",TRUE,"__health__; __war__; __computing__; __medical__; __foreign__; __education__; __economy__",13451,0.000520407404653929,"9956","http://www.presidency.ucsb.edu/ws/index.php?pid=78245"
"10054","Modifying Executive Order No. 9721, Providing for the Transfer of Personnel to Certain Public Internationtal Organizations","","",1949,"33-Harry S. Truman",FALSE,"__FCC__",185,0,"9721","http://www.presidency.ucsb.edu/ws/index.php?pid=78246"
"10055","Amendment of Executive Order No. 9 of January 17, 1873. Relating to the Holding of Local Offices by Federal Officers and Employees","","",1949,"33-Harry S. Truman",FALSE,"",325,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78247"
"10056","Creating an Emergency Board to Investigate a Dispute Between the Union Railroad Company (Pittsburgh) and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",238,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78248"
"10060","Restoring Certain Land Comprising the Keaahala Military Reservation to the Jurisdiction of the Territory of Hawaii","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"",170,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78249"
"10062","Establishing the Position of United States High Commissioner for Germany","","",1949,"33-Harry S. Truman",FALSE,"__foreign__; __State__; __security__; __DOD__",407,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78250"
"10063","Defining Certain Functions of the United States High Commissioner for Germany","","",1949,"33-Harry S. Truman",FALSE,"__economy__",176,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78251"
"10064","Further Extension of Executive Order No. 9898 of October 14, 1947, as Amended, Suspending the Eight-Hour Law as to Laboreres and Emchanics Employed by the Departments of the Army and the Air Force on Certain Public Works","","",1949,"33-Harry S. Truman",FALSE,"__DOD__",305,0,"9898; 9926; 9974","http://www.presidency.ucsb.edu/ws/index.php?pid=78252"
"10066","Including Certain Lands in the Cherokee National Forest","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"__USDA__",353,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78253"
"10030","Administration and Supervision of the District of Columbia National Guard","","",1949,"33-Harry S. Truman",FALSE,"__DOD__",189,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78254"
"10065","Termination of the Office of Defense Transportation","","",1949,"33-Harry S. Truman",FALSE,"__OMB__",302,0,"9554; 9693","http://www.presidency.ucsb.edu/ws/index.php?pid=78255"
"10067","Creating an Emergency Board to Investigate a Dispute Between the Missouri Pacific Railroad Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",TRUE,"__engineering__",254,0.00393700787401575,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78256"
"10068","Revoking Order No. 2458 or September 20, 1916, Establishing an Inter-departmental Board on Inernational Service of Ice Observation, Ice Patrol, and Ocean Derelict Destruction","","",1949,"33-Harry S. Truman",FALSE,"",51,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78257"
"10070","Amending Executive Order No. 9975 of July 7, 1948, Prescribing Regulations Governing the Allowance of Travel Expenses of Claimants and Beneficiaries of the Veteran Administration and Their Attendants","","",1949,"33-Harry S. Truman",FALSE,"",212,0,"9975","http://www.presidency.ucsb.edu/ws/index.php?pid=78258"
"10069","Amendment of Executive Order No. 9805, Prescribing Regulaitons Governing Payment of Certain Travel and Transportation Expenses","","",1949,"33-Harry S. Truman",FALSE,"__economy__; __OMB__",472,0,"9805","http://www.presidency.ucsb.edu/ws/index.php?pid=78259"
"10073","Exemption of Eugene Black From Compulsory Retirement for Age","Exempt Person from Mandatory Retirement","",1949,"33-Harry S. Truman",FALSE,"",133,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78260"
"10071","Creating an Emergency Board to Investigate a Dispute Between the Southern Pacific Company (Pacific Lines) and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",236,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78261"
"10074","Transfer of the District Land Office at Carson City, Nevada to Reno, Nevada","","",1949,"33-Harry S. Truman",FALSE,"__DOI__",107,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78262"
"10076","Inspection of Income, Excess-profits and Declared Value Excess-profits Tax Returns by the Military Renegotiation Policy and Review Board","Inspection of Tax Returns","",1949,"33-Harry S. Truman",FALSE,"",119,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78263"
"10031","Separation of Officers of the Public Health Service on Grounds of Disloyalty","","",1949,"33-Harry S. Truman",FALSE,"__health__",268,0,"9993; 9835","http://www.presidency.ucsb.edu/ws/index.php?pid=78264"
"10075","Eliminating Certain Public Lands From Naval Petroleum Reserve No. 2 and Reserving Them for Townsite Purposes","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"__DOD__; __DOI__",410,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78265"
"10078","Creating an Emergency Board to Investigate a Dispute Between the Monongahela Connecting Railroad Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",FALSE,"",257,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78266"
"10079","Transferring Certain Property in the Virgin Islands to the Permanent Control and Jurisdiction of the Secretary of the Interior","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"__DOI__; __DOD__",275,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78267"
"10082","Prescribing Procedures for the Administration of the Reciprocal Trade-agreements Program","","",1949,"33-Harry S. Truman",FALSE,"__foreign__; __economy__; __security__; __State__; __DOTr__; __DOD__; __USDA__; __DOC__; __DOL__",1979,0,"10004","http://www.presidency.ucsb.edu/ws/index.php?pid=78268"
"10080","Enabling Certain Employees of the Federal Government to Acquire a Competitive Civil Service Status","","",1949,"33-Harry S. Truman",FALSE,"__war__",332,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78269"
"10084","Prescribing Regulations for the Administration of Certain Provisions of the Career Compensation Act of 1949","","",1949,"33-Harry S. Truman",FALSE,"",135,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78270"
"10083","Revocation of Executive Orders Nos. 9698, 9751, and 9823, So Far as They Perain to Certain International Organizations","","",1949,"33-Harry S. Truman",FALSE,"",152,0,"9698; 9751; 9823","http://www.presidency.ucsb.edu/ws/index.php?pid=78271"
"10085","Amendment of Executive Order No. 10011 Authorizing the Secretary of State to Exercise Certain Powers of the President With Respect to the Granting of Allowances and Allotments to Government Personnel on Foreign Duty","","",1949,"33-Harry S. Truman",FALSE,"__State__; __foreign__; __education__",188,0,"10011","http://www.presidency.ucsb.edu/ws/index.php?pid=78272"
"10032","Creating an Emergency Board to Investigate a Dispute Between the Akron, Canton & Youngstown Railroad Company and Other Carriers, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1949,"33-Harry S. Truman",TRUE,"__engineering__",688,0.00145348837209302,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78273"
"10086","Designating the South Pacific Commission as a Public International Organization Entitledto Enjoy Certain Privileges, Exceptions, and Immunities","","",1949,"33-Harry S. Truman",FALSE,"",135,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78274"
"10088","Making Certain Changes in the Customs Field Organization","","",1949,"33-Harry S. Truman",FALSE,"",177,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78275"
"10089","Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone","","",1949,"33-Harry S. Truman",FALSE,"",165,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78276"
"10090","Inspection of Income Tax Returns by Federal Trade Commission","Inspection of Tax Returns","",1949,"33-Harry S. Truman",FALSE,"__DOTr__",179,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78277"
"10092","Establishing an Airspace Reservation Over Certain Areas of the Superior National Forest in Minnesota","Establish Airspace Reservations","",1949,"33-Harry S. Truman",FALSE,"__USDA__",1523,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78278"
"10093","Revocation of Executive Order No. 9512 of January 16, 1945, Providing for Coordination of the Allocations of Field Positions Subject to the Classification Act of 1923, as Amended","","",1949,"33-Harry S. Truman",FALSE,"",54,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78279"
"10034","Further Exemption of John Monroe Johnson From Compulsory Retirement for Age","Exempt Person from Mandatory Retirement","",1949,"33-Harry S. Truman",FALSE,"",171,0,"9954","http://www.presidency.ucsb.edu/ws/index.php?pid=78280"
"10036","Restoration of Lands to Location and Entry Under the Mining Laws of the United States","","Federal Land Management",1949,"33-Harry S. Truman",FALSE,"__USDA__; __DOI__",173,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78281"
"10305","Revoking Executive Order No. 10207 of January 23, 1951, Establishing the President's Commission on Internal Security and Individual Rights","","",1951,"33-Harry S. Truman",FALSE,"__security__; __DOTr__",83,0,"10207","http://www.presidency.ucsb.edu/ws/index.php?pid=78282"
"10097","Designating the Honorable A. Cecil Snyder as Acting Judge of the United States District Court for the District of Puerto Rico","","",1950,"33-Harry S. Truman",FALSE,"",154,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78285"
"10106","Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Bituminous Coal Industry of the United States","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"__foreign__; __health__",237,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78286"
"10196","Amendment of Executive Order 9805 Prescribing Regulations Governing Payment of Certain Travel and Transportation Expenses","","",1950,"33-Harry S. Truman",FALSE,"__economy__; __foreign__",1590,0,"9805; 9933; 9997; 10069","http://www.presidency.ucsb.edu/ws/index.php?pid=78287"
"10198","Exemption of Paul A. Walker from Compulsory Retirement for Age","Exempt Person from Mandatory Retirement","",1950,"33-Harry S. Truman",FALSE,"__FCC__",143,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78288"
"10199","Authorizing the Secretary of Agriculture to Make Without the Approval of the President, Regulations Under the Agricultural Marketing Agreement Act of 1937, as Amended","","",1950,"33-Harry S. Truman",FALSE,"__USDA__",82,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78289"
"10105","Creating an Emergency Board to Investigate a Dispute Between the Denver and Rio Grande Western Railroad Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",240,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78290"
"10109","Creating an Emergency Board to Investigate Disputes Between the Texas & Pacific Railway Company and Its Subsidiaries, Including the Fort Worth Belt Railway Company and the Texas Pacific-Missouri Pacific Terminal Railroad of New Orleans, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",TRUE,"__engineering__",292,0.00342465753424658,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78291"
"10112","Creating an Emergency Board to Investigate a Dispute Betweent the Carriers Represented by the Eastern Carriers' Conference Committee, the Western Carriers' Conference Committee, and the Southeastern Carriers' Conference Committee, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",263,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78292"
"10110","President's Communications Policy Board","Manage Advisory Committees, Commissions, or Councils","",1950,"33-Harry S. Truman",FALSE,"__security__",440,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78293"
"10114","Creating an Emergency Board to Investigate a Dispute Between the Terminal Railroad Association of St. Louis and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",TRUE,"__engineering__",245,0.00408163265306122,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78294"
"10116","Amending Portions of the Selective Service Regulations and Paragraph 2 of Executive Order No. 9988 of August 20, 1948","","",1950,"33-Harry S. Truman",TRUE,"__DOD__; __medical__; __DOJ__; __war__",2815,0.000710479573712256,"9988; 9979; 10001; 10008","http://www.presidency.ucsb.edu/ws/index.php?pid=78295"
"10117","Creating an Emergency Board to Investigate a Dispute Between the Carriers Representd by the Western Carriers' Conference Committee and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",237,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78296"
"10118","Further Amendment of Executive Order No. 10084 of October 12, 1949, Prescribing Regulations for the Administration of Certain Provisions of the Career Compensation Act of 1949","","",1950,"33-Harry S. Truman",FALSE,"",158,0,"10084; 10098","http://www.presidency.ucsb.edu/ws/index.php?pid=78297"
"10119","Regulations Governing the Payment of Basic Allowances for Subsistence to Members of the Uniformed Services","","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __DOTr__; __DOC__; __security__",724,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78298"
"10120","Creating an Emergency Board to Investigate a Dispute Between the Carriers Represented by the Eastern Carriers' Conference Committee, the Western Carriers' Conference Committee, and the Southeastern Carriers' Conference Committee, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",258,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78299"
"10121","Transferring to the Territory of Hawaii Title to Certain Public Land Needed for Operation of the Honolulu Airport","","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __war__",1956,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78300"
"10124","Regulations Governing the Election of Certain Members and Former Members of the Uniformed Services with Respect to Retirement Pay","","",1950,"33-Harry S. Truman",FALSE,"",448,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78301"
"10125","Creating an Emergency Board to Investigate a Dispute Between the Chicago & Illinois Midland Railway Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",238,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78302"
"10123","Revocation of Executive Order No. 9635 of September 29, 1945, and No. 9904 of November 13, 1947","","",1950,"33-Harry S. Truman",FALSE,"",117,0,"9635; 9904","http://www.presidency.ucsb.edu/ws/index.php?pid=78303"
"10099","Providing for the Administration of the Mutual Defense Assistance Act of 1949","","",1950,"33-Harry S. Truman",FALSE,"__State__; __DOD__; __economy__; __security__",446,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78304"
"10128","Amendment of Executive Order No. 6868 of October 9, 1934, as Amended, Designating Members of the National Capital Housing Authority","","",1950,"33-Harry S. Truman",FALSE,"",150,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78305"
"10129","Establishing the President's Commission on Migratory Labor","Manage Advisory Committees, Commissions, or Councils","Immigration Policy",1950,"33-Harry S. Truman",FALSE,"__economy__; __health__; __education__; __foreign__; __State__",524,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78306"
"10130","Creating an Emergency Board to Investigate a Dispute Between the Boston & Albany Railroad Company (New York Central R.R. Company, Lessee) and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",241,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78307"
"10131","Providing for the Investigation of and Report on Displaced Pesons and Persons of German Ethnic Origin Seeking Admission Into the United States","","",1950,"33-Harry S. Truman",FALSE,"__State__; __DOD__",229,0,"10003","http://www.presidency.ucsb.edu/ws/index.php?pid=78308"
"10132","Inspection of Income, Excess-Profits, Declared Value Excess-Profits, Capital Stock, Estate, and Gift Tax Returns by the Senate Special Committee to Investigate Organized Crime in Interstate Commerce","Inspection of Tax Returns","",1950,"33-Harry S. Truman",FALSE,"",134,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78309"
"10133","Designating the Organization for European Economic Cooperation as a Public International Organization Entitled to Enjoy Certain Privileges, Exemptions, and Immunities","","",1950,"33-Harry S. Truman",FALSE,"__economy__",96,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78310"
"10134","Further Extension of the Existence of the Quetico-Superior Committee","","",1950,"33-Harry S. Truman",FALSE,"",95,0,"9741","http://www.presidency.ucsb.edu/ws/index.php?pid=78311"
"10136","Further Amendment of Executive Order No. 10084 of October 12, 1949, Prescribing Regulations for the Administration of Certain Provisions of the Career Compensation Act of 1949","","",1950,"33-Harry S. Truman",FALSE,"",177,0,"10084; 10098; 10118","http://www.presidency.ucsb.edu/ws/index.php?pid=78312"
"10100","Regulations Relating to the Granting of Certain Allowances by the Director of Central Intelligence","","",1950,"33-Harry S. Truman",FALSE,"__CIA__; __State__; __foreign__",207,0,"10011","http://www.presidency.ucsb.edu/ws/index.php?pid=78313"
"10138","Creating an Emergency Board to Investigate Dispute Between the Toledo, Lorain & Fairport Dock Company and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",239,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78314"
"10137","Amending Executive Order No. 10077 of September 7, 1949, Entitled ""Transfer of the Administration of the Island of Guam from the Secretary of the Navy to the Secretary of the Interior""","","",1950,"33-Harry S. Truman",FALSE,"__DOD__; __DOI__",109,0,"10077","http://www.presidency.ucsb.edu/ws/index.php?pid=78315"
"10141","Possession, Control, and Operation of the Transportation System of the Chicago, Rock Island & Pacific Railroad Company","","",1950,"33-Harry S. Truman",FALSE,"__DOD__",1051,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78316"
"10142","Creating an Emergency Board to Investigate a Dispute Between the Braniff Airways, Inc., and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",FALSE,"",238,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78317"
"10143","Authorizing the Appointment of Mrs. Ruth Edna McC. Somers to a Position in the Government Service Without Regard to the Civil Service Rules","","",1950,"33-Harry S. Truman",FALSE,"",98,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78318"
"10144","Amendment of Executive Order No 10062 of June 6, 1949, Establishing the Position of United States High Commissioner for Germany","","",1950,"33-Harry S. Truman",FALSE,"__war__",217,0,"10062","http://www.presidency.ucsb.edu/ws/index.php?pid=78319"
"10145","Extension of Enlistements in the Armed Forces of the United States","","",1950,"33-Harry S. Truman",FALSE,"__DOD__",185,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78320"
"10146","Exemption of William J. Pattersn from Compulsory Retirement for Age","Exempt Person from Mandatory Retirement","",1950,"33-Harry S. Truman",FALSE,"",158,0,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78321"
"10098","Amendment of Executive Order No 10084 of October 12, 1949, Prescribing Regulations for the Administration of Certain Provisions of the Career Compensation Act of 1949","","",1950,"33-Harry S. Truman",FALSE,"",98,0,"10084","http://www.presidency.ucsb.edu/ws/index.php?pid=78322"
"10147","Creating an Emergency Board to Investigate a Dispute Between the New York Central Railroad Company, Lines East of Buffalo, and Certain of Its Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",TRUE,"__engineering__",258,0.00387596899224806,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78323"
"10148","Designation of Certain Officers of the Department of Commerce to Act as Secretary of Commerce","","",1950,"33-Harry S. Truman",FALSE,"__DOC__",215,0,"9885","http://www.presidency.ucsb.edu/ws/index.php?pid=78324"
"10149","Suspending the Limitations Upon Punishments for Violations of Articles of War 58, 59, 61, 64, 65, and 86","","",1950,"33-Harry S. Truman",FALSE,"__war__; __DOD__",172,0,"10020; 10026","http://www.presidency.ucsb.edu/ws/index.php?pid=78325"
"10150","Creating an Emergency Board to Investigate Disputes Between the Atlantic & East Carolina Railway Company and Other Carriers, and Certain of Their Employees","Creating Labor Dispute Inquiry Board","",1950,"33-Harry S. Truman",TRUE,"__engineering__",562,0.00177935943060498,"","http://www.presidency.ucsb.edu/ws/index.php?pid=78326"
