"title","year","president","st.flag","matchWords","word.count","stMatchRatio","eoMatches.out","eoMatches.in","link"
"Critical Infrastructure Protection in the Information Age","2001","43-G. W. Bush",TRUE,"__technology__; __energy__; __health__; __economy__; __security__; __OMB__; __DOD__; __DOJ__; __DOE__; __HHS__; __NIST__; __DOC__; __war__; __computing__; __science/research__; __OSTP__; __university__; __NSF__; __DOTr__; __State__; __DOT__; __GSA__; __FCC__; __NSC__; __budget__; __EPA__; __foreign__",4011,0.00772874594864124,"13228; 12472; 12333; 12382; 13130; 12958","13284; 13286; 13316; 13385; 13446; 13511; 13585; 13587; 13652; 13653","http://www.presidency.ucsb.edu/ws/index.php?pid=61512"
"Regulations Governing the Transportation of Household Goods of Members of the Air Force, Army, Navy, Marine Corps, Coast Guard, Coast and Geoectic Survey, and Public Health Service","1949","33-Truman",TRUE,"__health__; __war__; __computing__; __medical__; __foreign__; __education__; __economy__",13451,0.000520407404653929,"9956","","http://www.presidency.ucsb.edu/ws/index.php?pid=78245"
"Placing Certain Positions in Levels IV and V of the Executive Schedule","1974","37-Nixon",TRUE,"__health__; __education__; __NIH__; __DOTr__; __OMB__; __DOL__; __DOD__; __science/research__; __engineering__; __DOT__; __DOC__; __DOJ__; __environment__; __State__; __security__; __GSA__",407,0.00982800982800983,"11708","11774; 11780; 11831; 11843; 11861","http://www.presidency.ucsb.edu/ws/index.php?pid=106789"
"Economic Sanctions Against Iran","1980","39-Carter",TRUE,"__economy__; __security__; __foreign__; __medical__; __DOTr__",764,0.00392670157068063,"12170","12211; 12282","http://www.presidency.ucsb.edu/ws/index.php?pid=33235"
"Providing for the Administration of the Ryukyu Islands","1957","34-Eisenhower",TRUE,"__DOD__; __economy__; __State__; __foreign__; __computing__; __security__",2744,0.000364431486880466,"","11010; 11263; 11326; 11395; 11618","http://www.presidency.ucsb.edu/ws/index.php?pid=106354"
"Prescribing Rules and Regulations Relating to the Administration of the Watershed Protection and Flood Prevention Act","1954","34-Eisenhower",TRUE,"__USDA__; __DOI__; __DOD__; __engineering__; __economy__; __DOC__",1238,0.000807754442649435,"","10913","http://www.presidency.ucsb.edu/ws/index.php?pid=59240"
"Including Certain Lands in the Cherokee National Forest","1956","34-Eisenhower",TRUE,"__USDA__; __OMB__; __DOE__; __war__",13330,0.000300075018754689,"10530","","http://www.presidency.ucsb.edu/ws/index.php?pid=106389"
"Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the New York Harbor Carriers' Conference Committee and Certain of Their Employees","1960","34-Eisenhower",TRUE,"__engineering__",340,0.00294117647058824,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106534"
"Amending the Selective Service Regulations","1970","37-Nixon",TRUE,"__medical__",201,0.0199004975124378,"10001; 10008; 10292; 11098","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=105882"
"Responses to Environmental Damage","1981","39-Carter",TRUE,"__environment__; __CEQ__; __EPA__; __HHS__; __health__; __DOJ__; __DOD__; __security__; __DOT__; __DOTr__; __DOL__; __OMB__; __DOI__; __NOAA__; __foreign__; __State__",2405,0.000415800415800416,"","12316","http://www.presidency.ucsb.edu/ws/index.php?pid=44584"
"Actions To Expedite Energy-Related Projects","2001","43-G. W. Bush",TRUE,"__energy__; __environment__; __health__; __State__; __HUD__; __education__; __HHS__; __EPA__; __CIA__; __GSA__; __OMB__; __economy__; __CEQ__; __DOE__",454,0.0242290748898678,"","13286; 13302; 13337","http://www.presidency.ucsb.edu/ws/index.php?pid=61493"
"Adjustments of Certain Rates of Pay and Allowances","1987","40-Reagan",TRUE,"__foreign__; __medical__",402,0.00248756218905473,"12578","12663","http://www.presidency.ucsb.edu/ws/index.php?pid=33873"
"Delegating to the Civil Service Commission the Authority of the President To Prescribe Regulations Under the Federal Employees International Organization Service Act","1959","34-Eisenhower",TRUE,"__nuclear__; __energy__",226,0.00884955752212389,"9721; 10103; 10774","11552; 12107","http://www.presidency.ucsb.edu/ws/index.php?pid=106501"
"Presidents Council of Advisors on Science and Technology","2001","43-G. W. Bush",TRUE,"__PCAST__; __science/research__; __technology__; __NSTC__; __OSTP__; __GSA__",494,0.062753036437247,"12882; 12907; 13138","13305; 13349; 13385; 13446; 13511; 13539","http://www.presidency.ucsb.edu/ws/index.php?pid=61507"
"Improving the Means for Obtaining Compliance with the Nondiscrimination Provisions of Federal Contracts","1951","33-Truman",TRUE,"__DOD__; __DOL__; __AEC__; __GSA__",577,0.00173310225303293,"","10461; 10479","http://www.presidency.ucsb.edu/ws/index.php?pid=78360"
"United States Intelligence Activities","1981","40-Reagan",TRUE,"__foreign__; __security__; __NSC__; __economy__; __budget__; __DOC__; __DOJ__; __DOD__; __State__; __OMB__; __CIA__; __war__; __science/research__; __DOTr__; __DOE__; __energy__; __innovation__; __HHS__",6346,0.00220611408761425,"12036","12472; 12564; 12829; 13231; 13283; 13284; 13286; 13354; 13355; 13356; 13381; 13462; 13467; 13470; 13516; 13526; 13549; 13587; 13618; 13691","http://www.presidency.ucsb.edu/ws/index.php?pid=43324"
"Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Maritime Industry of the United States","1961","35-Kennedy",TRUE,"__foreign__; __engineering__; __health__",261,0.00383141762452107,"","10951; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58887"
"Suspension of the Eight-Hour Law as to Laborers and Mechanics Employed by the National Aeronautics and Space Administration","1961","35-Kennedy",TRUE,"__NASA__",348,0.0114942528735632,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58914"
"Amending Executive Order No. 11157 as it Relates to Incentive Pay for Hazardous Duty","1965","36-Johnson",TRUE,"__DOD__; __computing__",298,0.00335570469798658,"11157","","http://www.presidency.ucsb.edu/ws/index.php?pid=105671"
"Establishing an Airspace Reservation Over the Savannah River Plant of the United States Atomic Energy Commission","1951","33-Truman",TRUE,"__AEC__",248,0.00806451612903226,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=78427"
"Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region","2006","43-G. W. Bush",TRUE,"__economy__; __security__; __foreign__; __DOTr__; __State__; __technology__; __war__",1496,0.000668449197860963,"13067","","http://www.presidency.ucsb.edu/ws/index.php?pid=72507"
"Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","1964","36-Johnson",TRUE,"__science/research__; __State__; __AEC__; __DOC__; __DOD__; __security__; __DOI__; __DOL__",254,0.0118110236220472,"","11195; 12060","http://www.presidency.ucsb.edu/ws/index.php?pid=106280"
"Office of Consumer Affairs","1971","37-Nixon",TRUE,"__economy__; __health__; __science/research__; __education__",1593,0.000627746390458255,"11566; 11136; 11349","11595; 11702; 11827; 11948; 12007; 12608","http://www.presidency.ucsb.edu/ws/index.php?pid=59092"
"Further Providing for the Administration of the Defense Mobilization Program","1953","34-Eisenhower",TRUE,"__State__; __foreign__; __DOI__; __USDA__; __DOC__; __DOD__; __AEC__; __GSA__; __science/research__; __technology__; __DOL__; __nuclear__; __energy__; __war__; __economy__",4219,0.00165916093861105,"10224; 10281; 10161; 10169; 10193; 10200; 10223; 10324; 10359; 10373; 10377; 10390; 10433; 10467; 10461; 10182; 10206; 10219","10489; 10493; 10537; 10574; 10662; 10773; 10819; 11051; 11062; 11362; 11572; 11594; 11725; 11748; 11790; 11879; 11956; 12038; 12148; 12521; 12649; 12773; 12919","http://www.presidency.ucsb.edu/ws/index.php?pid=59221"
"Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska","2011","44-Obama",TRUE,"__energy__; __foreign__; __health__; __environment__; __DOI__; __DOD__; __DOC__; __USDA__; __DOE__; __DHS__; __EPA__; __security__; __CEQ__; __OSTP__; __OMB__; __science/research__; __budget__",897,0.0133779264214047,"13547","13604; 13653","http://www.presidency.ucsb.edu/ws/index.php?pid=90622"
"Establishing the President's Committee on Juvenile Delinquency and Youth Crime","1961","35-Kennedy",TRUE,"__science/research__; __DOJ__; __DOL__; __health__; __education__; __innovation__",767,0.00260756192959583,"","11529","http://www.presidency.ucsb.edu/ws/index.php?pid=58878"
"Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1945","33-Truman",TRUE,"__health__; __security__; __medical__; __science/research__; __foreign__; __war__; __engineering__; __education__; __university__; __math__; __OMB__",15894,0.00314584119793633,"9575","9897; 9993","http://www.presidency.ucsb.edu/ws/index.php?pid=77867"
"Providing an Order of Succession Within the Department of Agriculture","2012","44-Obama",TRUE,"__USDA__; __foreign__; __science/research__; __education__; __economy__; __environment__",574,0.00174216027874564,"13542","","http://www.presidency.ucsb.edu/ws/index.php?pid=100900"
"Assigning Certain Emergency Preparedness Functions to the Housing and Home Finance Administrator","1962","35-Kennedy",TRUE,"__DOC__; __economy__; __DOD__; __health__; __education__; __science/research__",1134,0.00352733686067019,"10952","11490","http://www.presidency.ucsb.edu/ws/index.php?pid=58943"
"Carrying out Provisions of the Beirut Agreement of 1948 Relating to Audio-Visual Materials","1966","36-Johnson",TRUE,"__war__; __education__; __science/research__",203,0.00492610837438424,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59164"
"Presidents New Freedom Commission on Mental Health","2002","43-G. W. Bush",TRUE,"__health__; __HHS__; __DOL__; __education__; __innovation__; __technology__; __science/research__; __GSA__",904,0.00442477876106195,"","13316","http://www.presidency.ucsb.edu/ws/index.php?pid=61359"
"Regulations Relating to Commissioned Officers and Employees of the Public Health Service","1948","33-Truman",TRUE,"__health__; __medical__; __education__; __war__; __foreign__; __security__; __engineering__; __science/research__; __university__; __computing__",20518,0.00214445852422263,"9655; 9897; 9955","10031; 10280; 10354; 10497; 10506; 11140","http://www.presidency.ucsb.edu/ws/index.php?pid=78215"
"Federal Support of Community Efforts Along American Heritage Rivers","1997","42-Clinton",TRUE,"__environment__; __economy__; __CEQ__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __HUD__; __DOT__; __DOE__; __EPA__; __art__; __health__; __science/research__",1702,0.00117508813160987,"12630","13093","http://www.presidency.ucsb.edu/ws/index.php?pid=54603"
"Continuance of Certain Federal Advisory Committees","2009","44-Obama",TRUE,"__DOI__; __DHS__; __health__; __DOL__; __university__; __DOEd__; __HHS__; __art__; __science/research__; __NSF__; __PCAST__; __OSTP__; __DOC__; __security__; __environment__; __GSA__",416,0.0192307692307692,"11145; 13231; 12196; 13256; 13270; 11183; 12994; 12367; 12216; 11287; 13265; 13226; 12131; 12382; 12905; 13446","13585","http://www.presidency.ucsb.edu/ws/index.php?pid=86712"
"President's Blue Ribbon Task Group on Nuclear Weapons Program Management","1985","40-Reagan",TRUE,"__nuclear__; __DOD__; __education__; __DOE__; __science/research__; __GSA__",536,0.0130597014925373,"","12534","http://www.presidency.ucsb.edu/ws/index.php?pid=38644"
"Israel-United States Binational Industrial Research and Development Foundation","1995","42-Clinton",TRUE,"__science/research__",152,0.0197368421052632,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=51096"
"Administration of Scientific Research by Agencies of the Federal Government","1954","34-Eisenhower",TRUE,"__science/research__; __security__; __education__; __economy__; __NSF__; __health__; __budget__",914,0.0645514223194748,"","10807","http://www.presidency.ucsb.edu/ws/index.php?pid=59228"
"Amending the Selective Service Regulations and Executive Order No. 10363 of June 17, 1952","1952","33-Truman",TRUE,"__war__; __health__; __medical__",2708,0.00369276218611521,"10363; 9988; 10001; 10008; 10167; 10202; 10258; 10292; 10328","10469; 10505; 10659; 10735; 11098; 11586; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78443"
"Designating the Department of Justice as a Defense Agency for Certain Purposes","1953","34-Eisenhower",TRUE,"__DOJ__; __security__; __AEC__; __DOD__",240,0.00416666666666667,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=59217"
"Creating an Emergency Board to Investigate the Dispute Between the Barre & Chelsea Railroad Company and the St. Johnsbury & Lake Champlain Railroad Company and Certain of Their Employees","1946","33-Truman",TRUE,"__engineering__",269,0.00371747211895911,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=77971"
"Amending the Selective Service Regulations","1962","35-Kennedy",TRUE,"__war__; __health__; __university__; __education__; __medical__; __science/research__; __engineering__",6522,0.00490647040785035,"9988; 10001; 10008; 10116; 10202; 10292; 10328; 10363; 10562; 10594; 10650; 10659; 10714; 10735; 10809","11098; 11119; 11188; 11241; 11350; 11360; 11497; 11527; 11537; 11563; 11586; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58922"
"Amending the Selective Service Regulations","1954","34-Eisenhower",TRUE,"__university__; __medical__",613,0.0130505709624796,"10292","10984; 11360; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106460"
"Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria","2012","44-Obama",TRUE,"__foreign__; __economy__; __DOTr__; __State__; __technology__; __security__",1507,0.0013271400132714,"12957; 13338; 12938; 13224; 13382","","http://www.presidency.ucsb.edu/ws/index.php?pid=100725"
"Assigning Emergency Preparedness Functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation","1963","35-Kennedy",TRUE,"__NASA__; __NSF__; __DOI__; __DOD__; __health__; __education__; __USDA__; __DOC__; __science/research__; __economy__; __DOL__; __technology__; __medical__; __OSTP__; __engineering__; __war__; __math__",1850,0.02,"10952","11490","http://www.presidency.ucsb.edu/ws/index.php?pid=59034"
"Agency Procurement Protests","1995","42-Clinton",TRUE,"__economy__; __GSA__; __DOD__; __NASA__",468,0.00213675213675214,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=50702"
"Prescribing Certain Regulations and Delegating to the Attorney General Certain Authority of the President to Prescribe Other Regulations Relating to the Recovery From Tortiously Liable Third Persons of the Cost of Hospital and Medical Care and Treatment Furnished by the United States","1962","35-Kennedy",TRUE,"__DOJ__; __medical__; __OMB__",131,0.0229007633587786,"","12608","http://www.presidency.ucsb.edu/ws/index.php?pid=58999"
"Amending the Selective Service Regulations","1951","33-Truman",TRUE,"__foreign__; __State__; __university__; __DOJ__; __education__",1334,0.00149925037481259,"9979; 9988; 9992; 10008","10292; 10837; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78382"
"Providing for Certain Arrangements Under the Columbia River Treaty","1964","36-Johnson",TRUE,"__engineering__; __DOI__; __DOD__",647,0.0154559505409583,"","12038","http://www.presidency.ucsb.edu/ws/index.php?pid=59141"
"Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the Eastern, Western, and Southeastern Carriers' Conference Committees and Certain of Their Employees","1955","34-Eisenhower",TRUE,"__university__",1071,0.00186741363211951,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106431"
"Amending the Selective Service Regulations","1970","37-Nixon",TRUE,"__health__; __NSC__; __university__",1034,0.00193423597678917,"10001; 10202; 10292; 10659; 10735; 10984; 11098; 11119; 11241; 11360; 11497","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=60484"
"Creating an Emergency Board to Investigate Disputes Between the Carriers Represented by the National Railway Labor Conference and Certain of Their Employees","1969","36-Johnson",TRUE,"__engineering__; __war__",888,0.00900900900900901,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=105972"
"Amending the Selective Service Regulations","1970","37-Nixon",TRUE,"__medical__",1581,0.000632511068943707,"10001; 10202; 10292; 10659; 10735; 10984; 11098; 11119; 11241; 11360; 11497; 11537","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=105891"
"Assignment of National Security and Emergency Preparedness Communications Functions","2012","44-Obama",TRUE,"__security__; __NSC__; __OSTP__; __science/research__; __State__; __GSA__; __FCC__; __DHS__; __DOD__; __OMB__; __nuclear__; __DOC__; __budget__",2255,0.00310421286031042,"12333; 13526; 12472; 12382","","http://www.presidency.ucsb.edu/ws/index.php?pid=101334"
"Amending the Civil Service Rules to Authorize an Executive Assignment System for Positions in Grades 16, 17, and 18 of the General Schedule","1966","36-Johnson",TRUE,"__war__; __science/research__; __education__",2103,0.000475511174512601,"","12107; 12748","http://www.presidency.ucsb.edu/ws/index.php?pid=59165"
"Establishing a White House Council on Strong Cities, Strong Communities","2012","44-Obama",TRUE,"__economy__; __HUD__; __DOTr__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __DOT__; __DOE__; __DOEd__; __VA__; __DHS__; __EPA__; __OMB__; __GSA__; __art__; __CEQ__; __OSTP__; __budget__",1250,0.0016,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=100048"
"Improving Performance of Federal Permitting and Review of Infrastructure Projects","2012","44-Obama",TRUE,"__environment__; __economy__; __energy__; __health__; __security__; __technology__; __CEQ__; __DOD__; __DOI__; __USDA__; __DOC__; __DOT__; __DOE__; __DHS__; __EPA__; __OMB__; __budget__",1709,0.00526623756582797,"13580; 13563; 13175","13616; 13653","http://www.presidency.ucsb.edu/ws/index.php?pid=100316"
"Providing for Establishing User Fees Pursuant to the Land and Water Conservation Fund Act of 1965","1965","36-Johnson",TRUE,"__engineering__; __DOI__; __USDA__; __DOD__; __science/research__; __economy__",1810,0.00165745856353591,"11017","","http://www.presidency.ucsb.edu/ws/index.php?pid=59145"
"Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons","2000","42-Clinton",TRUE,"__nuclear__; __economy__; __security__; __foreign__; __DOTr__; __State__; __DOE__",871,0.00803673938002296,"12938; 13085","13313; 13617","http://www.presidency.ucsb.edu/ws/index.php?pid=61651"
"Amending the Selective Service Regulations","1948","33-Truman",TRUE,"__foreign__; __State__; __science/research__; __health__; __education__",1221,0.000819000819000819,"9979; 9988","10008; 10202; 10232; 10292; 12553","http://www.presidency.ucsb.edu/ws/index.php?pid=78214"
"Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives","2004","43-G. W. Bush",TRUE,"__DOC__; __innovation__; __computing__",842,0.00237529691211401,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=61436"
"Termination of Emergency With Respect to the Risk of Nuclear Proliferation Created by the Accumulation of a Large Volume of Weapons-Usable Fissile Material in the Territory of the Russian Federation","2015","44-Obama",TRUE,"__nuclear__; __economy__",345,0.0115942028985507,"13617","","http://www.presidency.ucsb.edu/ws/index.php?pid=110240"
"Providing for the Reservation of Rights to Fissionable Materials in Lands Owned By the United States","1946","33-Truman",TRUE,"__DOI__; __nuclear__; __energy__; __war__",1099,0.00363967242948135,"9613","10596; 9908","http://www.presidency.ucsb.edu/ws/index.php?pid=77996"
"Presidential Advisory Council on HIV/AIDS","1995","42-Clinton",TRUE,"__HHS__; __science/research__; __GSA__",467,0.00214132762312634,"","13009","http://www.presidency.ucsb.edu/ws/index.php?pid=51495"
"Prohibiting Certain Transactions With Respect to Iran","1997","42-Clinton",TRUE,"__economy__; __security__; __foreign__; __technology__; __DOTr__; __State__",1568,0.0076530612244898,"12957; 12959; 12613","13628","http://www.presidency.ucsb.edu/ws/index.php?pid=54554"
"Establishing the President's Advisory Committee on Labor-Management Policy","1961","35-Kennedy",TRUE,"__DOL__; __DOC__; __technology__",389,0.0025706940874036,"","11710","http://www.presidency.ucsb.edu/ws/index.php?pid=58856"
"Management Reform in the Federal Government","1984","40-Reagan",TRUE,"__OMB__; __USDA__; __DOC__; __DOD__; __DOEd__; __DOE__; __budget__; __HHS__; __HUD__; __DOI__; __DOJ__; __DOL__; __State__; __DOT__; __DOTr__; __EPA__; __GSA__; __NASA__",806,0.00248138957816377,"","12816; 13048","http://www.presidency.ucsb.edu/ws/index.php?pid=39968"
"Prescribing a New Part of the Selective Service Regulations","1967","36-Johnson",TRUE,"__health__; __DOJ__; __medical__",1984,0.00100806451612903,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=106113"
"Department of Energy","1978","39-Carter",TRUE,"__DOE__; __energy__; __science/research__; __DOI__; __AEC__; __ERDA__; __NRC__; __security__; __nuclear__; __foreign__; __GSA__; __OMB__",1582,0.0436156763590392,"11647; 11790; 11912; 10485; 11969; 11331; 11177; 10127; 10865; 10899; 11057; 11477; 11752; 11761; 11652; 11902; 11905; 11345; 11371; 11578; 11658; 11659; 10480; 11030; 11490; 12009","12140; 12153; 12156; 12187; 12189; 12209; 12287","http://www.presidency.ucsb.edu/ws/index.php?pid=30050"
"Interagency Employee Benefit Council","1981","39-Carter",TRUE,"__security__; __DOTr__; __DOJ__; __DOC__; __DOL__; __HHS__; __OMB__; __economy__; __science/research__",504,0.00198412698412698,"","12379","http://www.presidency.ucsb.edu/ws/index.php?pid=44476"
"Designating the European Space Research Organization (ESRO) as a Public International Organization Entitled to Enjoy Certain Privileges, Exemptions, and Immunities","1974","37-Nixon",TRUE,"__science/research__",103,0.0194174757281553,"11318; 11351","12766","http://www.presidency.ucsb.edu/ws/index.php?pid=106783"
"Designating Facilities in Florida as the John F. Kennedy Space Center","1963","36-Johnson",TRUE,"__NASA__",165,0.00606060606060606,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=26010"
"Superfund Implementation","1987","40-Reagan",TRUE,"__environment__; __State__; __DOD__; __DOJ__; __DOI__; __USDA__; __DOC__; __DOL__; __HHS__; __DOT__; __DOE__; __EPA__; __NRC__; __OMB__; __health__; __energy__; __DOTr__; __budget__",3617,0.00165883328725463,"12088; 12316","12777; 13016; 13286; 13308","http://www.presidency.ucsb.edu/ws/index.php?pid=34374"
"Continuation of Export Control Regulations","1994","42-Clinton",TRUE,"__economy__; __foreign__; __technology__; __security__; __DOC__",665,0.00150375939849624,"12002; 12755; 12214; 12735; 12851","12924","http://www.presidency.ucsb.edu/ws/index.php?pid=50413"
"Creating an Emergency Board to Investigate a Dispute Between Eastern Air Lines, Inc., and Certain of its Employees","1962","35-Kennedy",TRUE,"__engineering__",231,0.00432900432900433,"","12553","http://www.presidency.ucsb.edu/ws/index.php?pid=58945"
"Permitting Certain Qualified Employees of the National Aeronautics and Space Administration to be Given Career or Career-Conditional Appointment","1977","38-Ford",TRUE,"__NASA__",297,0.0134680134680135,"","12107","http://www.presidency.ucsb.edu/ws/index.php?pid=59208"
"Termination of the Office of Strategic Services and Disposition of Its Functions","1945","33-Truman",TRUE,"__war__; __science/research__; __State__; __OMB__; __DOD__",689,0.00435413642960813,"","9652","http://www.presidency.ucsb.edu/ws/index.php?pid=60673"
"Prohibiting Certain Transactions With Respect to Iran","1995","42-Clinton",TRUE,"__economy__; __security__; __foreign__; __technology__; __DOTr__; __State__",1203,0.00249376558603491,"12957; 12613","13059; 13628","http://www.presidency.ucsb.edu/ws/index.php?pid=51326"
"International Council on Archives-Bicentennial Year Meeting","1974","38-Ford",TRUE,"__education__; __GSA__; __computing__",206,0.00485436893203883,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=23904"
"Continuance of Certain Federal Advisory Committees","2011","44-Obama",TRUE,"__DOI__; __science/research__; __NSF__; __health__; __DOL__; __DOC__; __art__; __security__; __DHS__; __environment__; __HHS__; __university__; __DOEd__; __GSA__; __USDA__; __DOE__",955,0.00837696335078534,"11145; 11183; 11287; 11612; 12131; 12216; 12367; 12382; 12829; 12905; 12994; 13231; 13265; 13270; 13515; 13511","13592; 13652","http://www.presidency.ucsb.edu/ws/index.php?pid=96846"
"Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government","1947","33-Truman",TRUE,"__science/research__; __foreign__; __DOC__; __health__; __State__; __economy__; __AEC__; __security__",699,0.0100143061516452,"9568; 9604; 9809","10096","http://www.presidency.ucsb.edu/ws/index.php?pid=59309"
"Motor Vehicles","1982","40-Reagan",TRUE,"__GSA__; __economy__; __energy__; __DOT__; __DOE__",355,0.00563380281690141,"11912","","http://www.presidency.ucsb.edu/ws/index.php?pid=42823"
"National Nutrition Monitoring Advisory Council","1991","41-H.W. Bush",TRUE,"__science/research__; __USDA__; __HHS__; __health__; __medical__; __education__; __technology__; __engineering__; __economy__; __GSA__",990,0.0121212121212121,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=23586"
"Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","2003","43-G. W. Bush",TRUE,"__DHS__; __security__; __DOJ__; __environment__; __DOD__; __DOTr__; __GSA__; __HHS__; __technology__; __economy__; __OMB__; __energy__; __DOT__; __computing__; __DOEd__; __CIA__; __DOI__; __DOE__; __VA__; __nuclear__; __NSC__; __science/research__; __foreign__; __budget__; __war__",7549,0.00198701814809909,"13276; 13274; 13271; 13260; 13257; 13254; 13231; 13130; 13228; 13223; 13212; 13165; 13154; 13133; 13120; 13112; 13100; 13076; 13011; 12989; 12985; 12982; 12978; 12977; 12919; 12906; 12870; 12835; 12830; 12824; 12807; 12793; 12789; 12788; 12777; 12743; 12742; 12733; 12728; 12727; 12699; 12657; 12656; 12580; 12555; 12501; 12472; 12382; 12341; 12208; 12188; 12160; 12148; 12146; 12002; 11965; 11926; 11858; 11800; 11645; 11623; 11448; 11446; 11438; 11366; 11239; 12234; 11231; 11190; 11139; 11079; 11046; 11016; 10977; 10789; 10694; 10637; 10631; 10554; 10499; 10448; 10271; 10179; 10163; 10113; 12333; 13284","13362; 13373; 13442; 13587","http://www.presidency.ucsb.edu/ws/index.php?pid=61382"
"Adjustments of Certain Rates of Pay and Allowances","1976","38-Ford",TRUE,"__foreign__; __medical__",409,0.00244498777506112,"11883","11943; 12010","http://www.presidency.ucsb.edu/ws/index.php?pid=23683"
"Amendment to Executive Order No. 12873","1996","42-Clinton",TRUE,"__computing__; __environment__; __CEQ__",291,0.00343642611683849,"12873","","http://www.presidency.ucsb.edu/ws/index.php?pid=52589"
"President's Council of Advisors on Science and Technology","1990","41-H.W. Bush",TRUE,"__PCAST__; __science/research__; __technology__; __OSTP__; __GSA__",441,0.0294784580498866,"","12768; 12869; 12882","http://www.presidency.ucsb.edu/ws/index.php?pid=23546"
"Authorization for the Communication of Restricted Data by the Department of State","1962","35-Kennedy",TRUE,"__State__; __nuclear__; __energy__; __AEC__; __DOD__",254,0.0196850393700787,"10841","12038","http://www.presidency.ucsb.edu/ws/index.php?pid=58996"
"Science and Technology Policy Functions","1978","39-Carter",TRUE,"__technology__; __science/research__; __budget__; __OSTP__; __NSF__; __engineering__; __OMB__",919,0.0522306855277476,"","12399","http://www.presidency.ucsb.edu/ws/index.php?pid=30416"
"Trails for America in the 21st Century","2001","42-Clinton",TRUE,"__education__; __USDA__; __DOI__; __DOT__; __technology__",919,0.00108813928182807,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=61683"
"Controlled Unclassified Information","2010","44-Obama",TRUE,"__nuclear__; __energy__; __security__; __OMB__; __NIST__; __budget__; __DOJ__",1254,0.00239234449760766,"13526","13587","http://www.presidency.ucsb.edu/ws/index.php?pid=88676"
"Federal Civilian and Military Pay Increases","1979","39-Carter",TRUE,"__foreign__; __medical__",420,0.00238095238095238,"12087","12200; 12248","http://www.presidency.ucsb.edu/ws/index.php?pid=31496"
"Enhancing Coordination of National Efforts in the Arctic","2015","44-Obama",TRUE,"__economy__; __energy__; __environment__; __science/research__; __war__; __OSTP__; __CEQ__; __NSC__; __State__; __HHS__; __security__; __EPA__; __NASA__; __NSF__; __OMB__; __budget__",1508,0.00862068965517241,"","","http://www.presidency.ucsb.edu/ws/index.php?pid=109268"
